name,symbol,option,Value,nasdaq
Kinder Morgan Inc Class P,KMI,Yes,381994623.0,No
Marvell Technology,MRVL,Yes,381890496.1,Yes
Intuitive Surgical Inc.,ISRG,Yes,381228687.0,Yes
Abbott Laboratories,ABT,Yes,380442708.0,No
Automatic Data Processing Inc.,ADP,Yes,379527650.0,Yes
Electronic Arts Inc.,EA,Yes,377484800.0,Yes
American Tower Corporation,AMT,Yes,377143362.0,No
Altria Group Inc,MO,Yes,376157364.0,No
Vertex Pharmaceuticals Incorporated,VRTX,Yes,375326846.0,Yes
Colgate-Palmolive Company,CL,Yes,374023332.0,No
Williams Companies Inc.,WMB,Yes,373757064.0,No
Digital Realty Trust Inc.,DLR,Yes,373227972.0,No
BlackRock Inc.,BLK,Yes,371830272.0,No
Boston Scientific Corporation,BSX,Yes,371077382.0,No
Chipotle Mexican Grill Inc.,CMG,Yes,369799362.0,No
Regeneron Pharmaceuticals Inc.,REGN,Yes,368904198.0,Yes
General Electric Company,GE,Yes,367402176.0,No
Sherwin-Williams Company,SHW,Yes,363605302.0,No
Mid-America Apartment Communities Inc.,MAA,Yes,361173470.0,No
American Airlines Group Inc.,AAL,Yes,358630848.4,No
Southern Company,SO,Yes,356903595.0,No
Hess Corporation,HES,Yes,356824160.0,No
Hartford Financial Services Group Inc.,HIG,Yes,356782755.0,No
Kimberly-Clark Corporation,KMB,Yes,355887756.0,No
Chubb Limited,CB,Yes,355804534.0,No
General Dynamics Corporation,GD,Yes,353878092.0,No
Phillips 66,PSX,Yes,352122750.0,No
Carnival Corporation,CCL,Yes,351155128.0,No
Halliburton Company,HAL,Yes,349126150.0,No
American International Group Inc.,AIG,Yes,348918258.0,No
AutoZone Inc.,AZO,Yes,343160167.2,No
Consolidated Edison Inc.,ED,Yes,340810100.0,No
Equity Residential,EQR,Yes,339670692.0,No
Cummins Inc.,CMI,Yes,339087990.0,No
Hershey Company,HSY,Yes,338169450.0,No
JD.com,JD,Yes,336252840.0,Yes
Zoetis Inc. Class A,ZTS,Yes,336232635.0,No
Prologis Inc.,PLD,Yes,328726892.0,No
West Pharmaceutical Services Inc.,WST,Yes,326394288.0,No
Marriott International Inc. Class A,MAR,Yes,326062800.0,Yes
Coterra Energy Inc.,CTRA,Yes,325582920.0,No
Fiserv Inc.,FISV,Yes,325366474.0,Yes
SolarEdge Technologies Inc.,SEDG,Yes,325050624.0,No
Verisk Analytics Inc,VRSK,Yes,324041622.0,Yes
AmerisourceBergen Corporation,ABC,Yes,321558888.0,No
Becton Dickinson and Company,BDX,Yes,321348184.0,No
3M Company,MMM,Yes,319524421.0,No
Air Products and Chemicals Inc.,APD,Yes,319149110.0,No
Synopsys Inc.,SNPS,Yes,318863220.0,Yes
CME Group Inc. Class A,CME,Yes,313614000.0,No
Equinix Inc.,EQIX,Yes,306773280.0,No
Huntington Ingalls Industries Inc.,HII,Yes,305823480.0,No
General Mills Inc.,GIS,Yes,305444799.0,No
Generac Holdings Inc.,GNRC,Yes,305110036.0,No
Marsh & McLennan Companies Inc.,MMC,Yes,304568556.0,No
McKesson Corporation,MCK,Yes,304567172.0,No
Waste Management Inc.,WM,Yes,303674184.0,No
Estee Lauder Companies Inc. Class A,EL,Yes,303557152.0,No
Duke Energy Corporation,DUK,Yes,302578937.0,No
Constellation Energy Corporation,CEG,Yes,301894230.0,Yes
Edwards Lifesciences Corporation,EW,Yes,299672670.0,No
Align Technology Inc.,ALGN,Yes,298974240.0,Yes
Wynn Resorts Limited,WYNN,Yes,295297189.0,No
Eaton Corp. Plc,ETN,Yes,294876348.0,No
Capital One Financial Corp,COF,Yes,294778372.0,No
Paycom Software Inc.,PAYC,Yes,293618518.0,No
EQT Corporation,EQT,Yes,293478125.0,No
Domino's Pizza Inc.,DPZ,Yes,292892256.0,No
Sempra Energy,SRE,Yes,292699332.0,No
Camden Property Trust,CPT,Yes,292669895.0,No
Parker-Hannifin Corporation,PH,Yes,292453396.0,No
American Electric Power Company Inc.,AEP,Yes,289030757.0,Yes
Seagen,SGEN,Yes,286784185.0,Yes
First Republic Bank,FRC,Yes,286754472.0,No
Baker Hughes Company Class A,BKR,Yes,286349900.4,No
PNC Financial Services Group Inc.,PNC,Yes,284986230.0,No
Keurig Dr Pepper Inc.,KDP,Yes,283694211.0,Yes
Lennar Corporation Class A,LEN,Yes,282406500.0,No
Snap-on Incorporated,SNA,Yes,281065148.0,No
Republic Services Inc.,RSG,Yes,278211268.0,No
Tractor Supply Company,TSCO,Yes,274706600.0,No
CF Industries Holdings Inc.,CF,Yes,274266675.0,No
Zscaler,ZS,Yes,273448335.0,Yes
Lululemon,LULU,Yes,269134436.0,Yes
Charter Communications Inc. Class A,CHTR,Yes,268428170.0,Yes
Amcor PLC,AMCR,Yes,267209728.0,No
eBay Inc.,EBAY,Yes,265894056.0,Yes
Arista Networks Inc.,ANET,Yes,265249547.0,No
APA Corp.,APA,Yes,263270462.0,No
Autodesk Inc.,ADSK,Yes,262656120.0,Yes
EPAM Systems Inc.,EPAM,Yes,260421700.0,No
Roper Technologies Inc.,ROP,Yes,257335056.0,No
ONEOK Inc.,OKE,Yes,256637256.0,No
Moody's Corporation,MCO,Yes,256533950.0,No
Dollar Tree Inc.,DLTR,Yes,253222420.0,Yes
U.S. Bancorp,USB,Yes,252321480.0,No
Dow Inc.,DOW,Yes,250953023.0,No
Corteva Inc,CTVA,Yes,249526970.0,No
Incyte Corporation,INCY,Yes,248241700.0,No
Cognizant Technology Solutions Corporation Class A,CTSH,Yes,247835252.0,Yes
Monolithic Power Systems Inc.,MPWR,Yes,245471801.0,No
AstraZeneca,AZN,Yes,245057307.0,Yes
United Airlines Holdings Inc.,UAL,Yes,241226615.0,No
Warner Bros. Discovery Inc. Series A,WBD,Yes,239973516.6,No
MSCI Inc. Class A,MSCI,Yes,239016921.0,No
Las Vegas Sands Corp.,LVS,Yes,237788094.0,No
Pool Corporation,POOL,Yes,235814396.0,No
TransDigm Group Incorporated,TDG,Yes,235317711.0,No
IDEXX Laboratories Inc.,IDXX,Yes,234577350.0,Yes
Crown Castle Inc.,CCI,Yes,233388120.0,No
Constellation Brands Inc. Class A,STZ,Yes,233059680.0,No
DocuSign,DOCU,Yes,231905037.0,Yes
Old Dominion Freight Line Inc.,ODFL,Yes,231391164.0,Yes
HCA Healthcare Inc,HCA,Yes,230983792.0,No
CDW Corp.,CDW,Yes,229675248.0,No
Dominion Energy Inc,D,Yes,229346770.0,No
Delta Air Lines Inc.,DAL,Yes,228679304.0,No
Zoom Video Communications,ZM,Yes,228482220.0,Yes
PG&E Corporation,PCG,Yes,228139425.0,No
IQVIA Holdings Inc,IQV,Yes,226761360.0,No
State Street Corporation,STT,Yes,225841600.0,No
United Rentals Inc.,URI,Yes,224121375.0,No
Stryker Corporation,SYK,Yes,223949160.0,No
Fortinet Inc.,FTNT,Yes,223591808.0,Yes
Ulta Beauty Inc.,ULTA,Yes,222441000.0,No
PPL Corporation,PPL,Yes,220261093.0,No
Splunk,SPLK,Yes,219649500.0,Yes
W.W. Grainger Inc.,GWW,Yes,219461400.0,No
Biogen Inc.,BIIB,Yes,217943702.0,Yes
Arch Capital Group Ltd.,ACGL,Yes,216856380.0,No
Illinois Tool Works Inc.,ITW,Yes,216786680.0,No
Tyler Technologies Inc.,TYL,Yes,216536720.0,No
Emerson Electric Co.,EMR,Yes,216060672.0,No
Travelers Companies Inc.,TRV,Yes,214596975.0,No
LyondellBasell Industries NV,LYB,Yes,214483548.0,No
Keysight Technologies Inc,KEYS,Yes,212866724.0,No
Discover Financial Services,DFS,Yes,212309328.0,No
Motorola Solutions Inc.,MSI,Yes,211629410.0,No
Truist Financial Corporation,TFC,Yes,210136264.0,No
Laboratory Corporation of America Holdings,LH,Yes,209133786.0,No
Skyworks Solutions Inc.,SWKS,Yes,209061567.0,Yes
FedEx Corporation,FDX,Yes,208890990.0,No
Vulcan Materials Company,VMC,Yes,208373560.0,No
Darden Restaurants Inc.,DRI,Yes,207856852.0,No
DexCom Inc.,DXCM,Yes,207738552.0,Yes
M&T Bank Corporation,MTB,Yes,207720088.0,No
VICI Properties Inc,VICI,Yes,207461024.0,No
Nucor Corporation,NUE,Yes,206658872.0,No
Illumina Inc.,ILMN,Yes,206597799.0,Yes
TE Connectivity Ltd.,TEL,Yes,205290450.0,No
SBA Communications Corp. Class A,SBAC,Yes,203814628.0,No
Norwegian Cruise Line Holdings Ltd.,NCLH,Yes,200770440.0,No
Best Buy Co. Inc.,BBY,Yes,200596662.0,No
Centene Corporation,CNC,Yes,198101344.0,No
Waters Corporation,WAT,Yes,197369492.0,No
Allstate Corporation,ALL,Yes,197173000.0,No
Welltower Inc,WELL,Yes,196905600.0,No
